word,due,difficulty,stability,factor,ivl
宝珠,10,9.37600040435791,56.630001068115234,1800,33
幻覚剤,10,9.800000190734863,46.88999938964844,1950,31
仇敵,10,9.751999855041504,35.849998474121094,2500,102
刺客,10,9.75100040435791,27.15999984741211,2500,23
合計,10,9.848999977111816,10.079999923706055,1850,9
途轍もない,10,9.654999732971191,25.329999923706055,1600,22
振り払う,10,10.0,20.579999923706055,2000,32
致命,10,9.89900016784668,11.220000267028809,2050,8
冠する,10,9.03600025177002,48.220001220703125,2650,186
ピクピク,10,9.625,34.630001068115234,1550,45
引っこ抜く,10,9.654999732971191,28.469999313354492,1650,23
お任せ,10,8.753999710083008,38.11000061035156,2950,147
迫り来る,10,9.416999816894531,30.93000030517578,2350,110
画質,10,9.265000343322754,41.43000030517578,2650,175
熟達,10,8.838000297546387,72.20999908447266,1500,58
産物,11,9.949000358581543,22.8799991607666,1400,22
対決,11,8.965999603271484,35.0099983215332,2700,132
添う,11,9.75100040435791,10.619999885559082,1500,9
見逃す,11,9.704000473022461,21.649999618530273,1600,19
愈,11,4.929999828338623,32.75,2500,23
お陰,11,8.934000015258789,42.97999954223633,2150,70
未知,11,9.848999977111816,14.960000038146973,2750,122
規格,11,9.75100040435791,13.899999618530273,1500,11
仮,11,9.848999977111816,18.030000686645508,2300,16
発掘,11,8.803999900817871,33.310001373291016,1700,24
耳鼻科,11,9.75100040435791,14.369999885559082,2200,10
嫌に,11,9.34000015258789,26.18000030517578,1800,17
確保,11,9.75100040435791,19.079999923706055,1600,15
処置,11,9.75100040435791,17.350000381469727,1950,11
１０分,11,,,2800,941
予言,11,9.607999801635742,28.579999923706055,1650,44
鼠,11,9.586999893188477,44.59000015258789,2200,172
技,11,9.654999732971191,24.3700008392334,1900,21
滅亡,11,9.569999694824219,62.790000915527344,1350,67
印刷,11,9.751999855041504,30.8799991607666,2400,29
明後日,11,,,2500,434
旦那,11,10.0,20.540000915527344,1400,15
捉える,11,9.800000190734863,17.0,1950,15
仮令,11,8.210000038146973,18.920000076293945,2050,13
従来,11,9.673999786376953,16.260000228881836,1850,16
焚き火,11,9.848999977111816,8.8100004196167,1400,10
尻尾,11,9.949000358581543,13.600000381469727,2000,11
分,11,,,2800,941
購入,11,8.894000053405762,35.040000915527344,1750,24
住居,11,9.800000190734863,17.989999771118164,2200,14
憧れる,11,8.925000190734863,43.52000045776367,1800,13
峠,11,9.51200008392334,64.55999755859375,2200,249
慰める,11,8.027999877929688,66.5999984741211,1950,54
乗車,11,8.163000106811523,26.889999389648438,1800,18
揃う,11,9.89900016784668,7.150000095367432,1350,9
釜,11,8.894000053405762,61.459999084472656,1750,27
補う,11,9.848999977111816,9.8100004196167,1400,9
回数券,11,9.954000473022461,40.70000076293945,1900,157
目印,11,10.0,15.59000015258789,1300,10
謙遜,11,9.848999977111816,8.630000114440918,1500,9
向かう,11,9.949000358581543,10.4399995803833,2000,8
怪しい,11,9.89900016784668,20.979999542236328,2000,27
記事,11,8.973999977111816,37.2400016784668,2500,66
苦労,11,9.751999855041504,56.72999954223633,1900,27
状態,11,9.656000137329102,36.02000045776367,1600,50
畑,11,9.593999862670898,68.4800033569336,1850,31
陰,11,9.800000190734863,13.739999771118164,1500,14
虫歯,11,9.704000473022461,15.399999618530273,2500,13
収入,11,9.75100040435791,21.719999313354492,1500,15
分,11,,,2800,941
様子,11,9.89900016784668,9.380000114440918,1350,7
必死,11,9.480999946594238,55.91999816894531,1600,46
是非,11,9.949000358581543,9.369999885559082,1350,10
決心,11,9.848999977111816,11.069999694824219,2000,13
事実,11,,,2200,613
免許,11,9.848999977111816,27.68000030517578,2250,24
支配,11,9.704000473022461,23.920000076293945,1550,22
工場,11,8.965999603271484,61.959999084472656,2650,239
家賃,11,9.607999801635742,49.04999923706055,1400,38
瓶,11,9.848999977111816,15.710000038146973,2350,13
条件,11,9.005999565124512,14.210000038146973,2100,12
分,11,,,2800,941
お礼,11,9.949000358581543,9.079999923706055,1700,11
星,11,4.929999828338623,2.4000000953674316,2500,178
手伝う,11,7.296999931335449,113.30999755859375,2550,159
負ける,11,9.949000358581543,42.279998779296875,1700,148
会場,11,9.89900016784668,6.619999885559082,2300,56
心,11,10.0,24.31999969482422,2000,20
厳しい,11,9.538999557495117,56.779998779296875,2200,219
世界,11,2.313999891281128,150.0,2950,88
確か,11,9.663999557495117,36.060001373291016,1550,44
急行,11,8.96500015258789,9.670000076293945,2350,9
近い,11,,,2950,372
名前,11,,,2500,250
新聞,11,,,2500,461
雨,11,2.313999891281128,151.0,2950,88
休み,11,5.703000068664551,75.12000274658203,2350,29
大丈夫,11,,,2200,362
地面,11,9.89900016784668,6.989999771118164,2250,8
胞子,11,9.949000358581543,11.789999961853027,1850,10
遺物,11,9.800000190734863,17.600000381469727,2450,13
離陸,11,9.70300006866455,24.469999313354492,1900,50
偲ぶ,11,10.0,17.59000015258789,2250,49
匿名,11,10.0,36.88999938964844,1800,42
執行,11,10.0,15.260000228881836,2250,45
生き残る,11,9.848999977111816,19.81999969482422,1950,43
堅固,11,9.800000190734863,17.200000762939453,2100,15
生態,11,10.0,9.8100004196167,1650,10
探索,11,9.800000190734863,13.640000343322754,2000,13
でしかない,11,9.800000190734863,25.079999923706055,2350,65
閉店,11,9.89900016784668,50.040000915527344,1350,41
計測,11,9.89900016784668,50.04999923706055,1950,25
出現,11,9.848999977111816,7.380000114440918,1650,7
盲人,11,9.949000358581543,7.710000038146973,2000,9
伝統的,11,8.934000015258789,43.04999923706055,2500,72
初心,11,9.75100040435791,23.40999984741211,1550,21
画面,11,9.53600025177002,57.560001373291016,2200,222
圧倒,11,9.848999977111816,25.649999618530273,1400,50
凡人,11,9.949000358581543,32.5,2300,142
備え,11,10.0,33.380001068115234,2200,119
正月,11,8.918999671936035,13.15999984741211,2850,11
草花,11,9.949000358581543,43.90999984741211,1600,149
没頭,11,9.949000358581543,17.3700008392334,1450,12
台地,11,9.949000358581543,12.4399995803833,1600,11
すら,11,8.925999641418457,71.48999786376953,2200,103
披露,11,9.704000473022461,16.979999542236328,1600,16
領袖,11,10.0,9.1899995803833,1300,7
仮に,11,9.704000473022461,18.200000762939453,1650,15
今すぐ,11,9.848999977111816,11.020000457763672,2450,9
伸び伸び,11,6.616000175476074,8.449999809265137,2100,7
脅威,11,10.0,22.559999465942383,2050,76
伏せる,11,9.848999977111816,43.279998779296875,2000,70
菌,11,10.0,10.6899995803833,2250,9
土産話,11,8.501999855041504,67.02999877929688,2750,172
生活様式,11,9.71399974822998,12.039999961853027,1950,9
すのすごい,11,9.848999977111816,15.729999542236328,2500,13
横一列に,11,9.704000473022461,19.09000015258789,1600,14
霊魂,11,9.46500015258789,80.62999725341797,2200,311
自己嫌悪,11,9.055999755859375,74.04000091552734,1600,122
ぐるぐる,11,8.973999977111816,20.360000610351562,2500,16
出,11,8.140000343322754,63.720001220703125,2300,93
砲台,11,9.055999755859375,66.7699966430664,1800,130
のっぽ,11,9.949000358581543,23.719999313354492,1900,18
無理をする,11,9.704000473022461,19.889999389648438,1700,17
察し,11,9.848999977111816,7.769999980926514,1850,7
犇々,11,9.89900016784668,10.380000114440918,1350,10
序章,11,10.0,24.68000030517578,1400,17
化す,11,9.89900016784668,9.260000228881836,2050,7
師,11,9.015000343322754,22.43000030517578,2550,70
就ける,11,9.055999755859375,65.25,1900,128
襲いかかる,11,8.885000228881836,28.610000610351562,2150,40
断崖,11,8.01200008392334,113.52999877929688,1850,91
給う,11,9.89900016784668,15.260000228881836,1900,15
清水,11,9.800000190734863,25.309999465942383,2100,56
甲冑,11,9.848999977111816,16.84000015258789,2000,16
成す,11,9.800000190734863,24.100000381469727,2200,19
持ち合い,11,9.949000358581543,11.649999618530273,1350,13
平民,11,9.949000358581543,15.359999656677246,1550,14
丸呑み,11,10.0,7.539999961853027,1950,8
尾鰭,11,9.633999824523926,11.140000343322754,1650,12
形作る,11,8.973999977111816,31.280000686645508,2000,47
描画,11,8.767999649047852,55.25,1800,31
脚,11,9.75100040435791,17.979999542236328,2500,12
屍,11,8.973999977111816,16.6299991607666,2200,12
貌,11,9.848999977111816,26.010000228881836,2000,72
古,12,9.78499984741211,44.56999969482422,2100,103
口述,12,9.89900016784668,25.530000686645508,2400,39
戦闘,12,7.994999885559082,123.70999908447266,1600,101
現れる,12,9.704000473022461,15.819999694824219,1800,15
確定,12,9.593999862670898,10.520000457763672,1650,8
機構,12,9.704000473022461,26.43000030517578,1600,21
酷い,12,10.0,7.909999847412109,1300,8
衛生,12,9.89900016784668,23.690000534057617,2450,21
素材,12,9.949000358581543,25.979999542236328,1350,21
明るい,12,,,2650,342
好評,12,9.848999977111816,38.959999084472656,1400,47
好評,12,9.751999855041504,35.90999984741211,2450,15
取材,12,8.005000114440918,134.75999450683594,1700,31
探検,12,9.949000358581543,44.36000061035156,1450,143
良心,12,10.0,40.70000076293945,1450,157
名残,12,9.70300006866455,15.899999618530273,2050,14
倒産,12,4.929999828338623,57.0099983215332,2350,54
身近,12,8.107999801635742,81.31999969482422,2000,25
災害,12,8.821000099182129,73.52999877929688,1550,77
心得,12,8.934000015258789,68.69000244140625,2250,28
満月,12,9.696999549865723,13.119999885559082,2450,10
衰える,12,9.70300006866455,23.420000076293945,1550,14
鈍る,12,9.687999725341797,47.75,1350,67
小児科,12,9.949000358581543,20.739999771118164,1750,20
登録,12,9.70300006866455,31.139999389648438,2150,72
大事,12,9.751999855041504,24.719999313354492,1650,44
弟,12,9.89900016784668,18.020000457763672,2000,12
崩す,12,9.89900016784668,9.859999656677246,1700,9
崩す,12,10.0,33.900001525878906,1350,25
会う,12,7.485000133514404,8.670000076293945,2200,9
液体,12,8.925000190734863,50.290000915527344,2150,117
統一,12,9.75100040435791,31.899999618530273,2300,22
巡る,12,9.848999977111816,7.960000038146973,1800,9
淡水,12,8.894000053405762,63.27000045776367,2150,86
謙遜,12,,,2200,382
拡張,12,9.848999977111816,11.680000305175781,1450,10
親戚,12,8.821000099182129,17.81999969482422,2500,16
乾燥,12,9.89900016784668,8.850000381469727,1550,8
翼,12,9.800000190734863,21.510000228881836,1900,18
周囲,12,10.0,7.739999771118164,1300,8
貢献,12,10.0,36.29999923706055,1300,104
噂,12,8.3100004196167,118.9000015258789,2100,22
依頼,12,10.0,26.299999237060547,1300,23
使用,12,9.89900016784668,27.5,2500,77
幸福,12,9.89900016784668,10.130000114440918,1700,10
恐れる,12,9.800000190734863,14.34000015258789,1850,12
機嫌,12,10.0,11.3100004196167,1400,10
格好,12,9.760000228881836,10.15999984741211,1400,12
際,12,9.800000190734863,6.679999828338623,1550,8
計算,12,10.0,46.150001525878906,1300,178
通す,12,9.800000190734863,28.639999389648438,1500,24
材料,12,9.649999618530273,50.630001068115234,1350,52
要素,12,9.70300006866455,48.369998931884766,2000,35
処理,12,9.89900016784668,24.90999984741211,1400,17
家事,12,9.848999977111816,11.890000343322754,1950,13
嵐,12,9.949000358581543,48.369998931884766,2500,144
不平,12,9.727999687194824,47.38999938964844,1800,78
観察,12,9.89900016784668,10.970000267028809,1700,9
稼ぐ,12,9.89900016784668,23.90999984741211,1700,41
案,12,9.89900016784668,19.290000915527344,1450,13
地位,12,9.70300006866455,41.869998931884766,1350,58
発表,12,10.0,23.450000762939453,1550,20
権利,12,4.929999828338623,63.5,2300,59
訪ねる,12,8.894000053405762,67.19000244140625,2000,29
利用,12,9.949000358581543,9.489999771118164,1700,8
拾う,12,,,2200,297
珍しい,12,10.0,15.210000038146973,1850,11
すっかり,12,9.89900016784668,12.399999618530273,1650,12
間,12,9.949000358581543,16.329999923706055,1500,12
差し上げる,12,9.800000190734863,33.439998626708984,1450,23
並べる,12,,,2500,267
人,12,3.1480000019073486,25.56999969482422,2800,17
洗濯,12,5.85099983215332,63.63999938964844,2400,96
山,12,,,2500,251
浮遊,12,9.70300006866455,27.770000457763672,1600,46
習性,12,9.89900016784668,15.899999618530273,1400,13
縄張り,12,9.005999565124512,13.279999732971191,1550,13
機敏,12,9.588000297546387,28.329999923706055,1600,23
出現,12,9.704000473022461,19.479999542236328,2450,16
広大,12,10.0,28.170000076293945,1800,24
乗り遅れる,12,10.0,7.550000190734863,2000,8
待機,12,9.704000473022461,27.079999923706055,1600,24
どちらにせよ,12,3.999000072479248,15.710000038146973,2600,13
画面,12,,,2200,265
絶大,12,9.60200023651123,56.529998779296875,2450,45
鼓舞,12,9.949000358581543,27.790000915527344,1750,20
香ばしい,12,9.848999977111816,12.229999542236328,1600,10
回避,12,10.0,14.960000038146973,1900,13
を通して,12,8.17199993133545,36.66999816894531,2900,91
文部科学省／文科省文科省,12,9.67199993133545,45.849998474121094,2250,84
致す／致します,12,9.569999694824219,65.86000061035156,2000,30
実験装置,12,9.89900016784668,10.5600004196167,2000,9
序章,12,9.800000190734863,19.360000610351562,1900,16
切りつける,12,9.949000358581543,39.13999938964844,2200,128
纏わる,12,9.817000389099121,58.470001220703125,1650,84
触れ,12,9.70300006866455,34.810001373291016,2250,139
切り裂く,12,9.654999732971191,25.06999969482422,1650,23
捻じ曲げる,12,9.657999992370605,69.33999633789062,2050,26
大手柄,12,9.75100040435791,22.3799991607666,2050,17
鴉,12,8.48799991607666,72.68000030517578,2250,82
短剣,12,9.215999603271484,53.18000030517578,2350,95
横面,12,9.625,40.11000061035156,1600,33
桁違い,12,9.848999977111816,24.780000686645508,2300,39
描画,12,9.89900016784668,9.850000381469727,2050,11
敵将,12,8.973999977111816,24.1200008392334,2200,46
キラキラ,12,4.929999828338623,2.4000000953674316,2500,50
固める,13,9.857000350952148,16.010000228881836,1350,14
系,13,9.015000343322754,10.229999542236328,2350,9
提携,13,9.736000061035156,30.770000457763672,1800,21
明るい,13,9.512999534606934,15.270000457763672,2350,11
絶える,13,9.89900016784668,8.289999961853027,2150,9
臨む,13,10.0,28.6200008392334,1300,20
起こす,13,9.704000473022461,27.8799991607666,1750,19
治療,13,9.848999977111816,20.420000076293945,2000,20
弁償,13,9.654999732971191,27.3700008392334,1650,20
預金,13,8.909000396728516,31.200000762939453,1650,26
旦那,13,9.75100040435791,12.899999618530273,1800,9
黄金,13,9.75100040435791,15.529999732971191,1650,15
余程,13,8.916999816894531,40.869998931884766,1750,56
診療,13,9.579000473022461,32.189998626708984,2300,23
放置,13,9.654999732971191,24.809999465942383,2150,17
叶える,13,10.0,30.979999542236328,1450,21
主食,13,9.826000213623047,21.68000030517578,2700,61
前提,13,9.89900016784668,8.510000228881836,1350,9
喜ぶ,13,,,2800,942
本来,13,9.848999977111816,10.210000038146973,1400,10
見学,13,8.718999862670898,87.93000030517578,1500,85
普及,13,9.75100040435791,16.649999618530273,1550,15
反映,13,9.751999855041504,23.989999771118164,1800,48
水滴,13,8.934000015258789,42.220001220703125,1650,51
水滴,13,,,2350,273
作者,13,8.090999603271484,161.32000732421875,1950,40
苦情,13,10.0,1.809999942779541,2150,7
解散,13,10.0,21.209999084472656,2050,53
群れ,13,9.949000358581543,21.280000686645508,1750,29
咥える,13,9.89900016784668,59.29999923706055,2300,54
尖る,13,8.916999816894531,58.189998626708984,1950,93
普段,13,9.89900016784668,11.6899995803833,1350,9
順番,13,9.656000137329102,46.290000915527344,1700,29
筋肉,13,8.942000389099121,51.33000183105469,2200,85
飯,13,9.501999855041504,12.520000457763672,2400,9
機関,13,10.0,20.239999771118164,1450,15
収穫,13,9.751999855041504,21.079999923706055,1950,47
収穫,13,9.70300006866455,21.559999465942383,1900,31
述べる,13,9.656000137329102,33.970001220703125,1500,18
発達,13,9.704000473022461,23.3700008392334,2400,18
風景,13,9.848999977111816,31.350000381469727,2200,25
制度,13,8.043999671936035,90.13999938964844,1900,24
胸,13,9.949000358581543,24.770000457763672,1350,18
批判,13,9.89900016784668,8.399999618530273,1500,11
厄介,13,9.656000137329102,34.81999969482422,2200,59
運動,13,9.848999977111816,25.530000686645508,1450,24
貯金,13,7.434000015258789,30.360000610351562,2000,20
罪,13,9.848999977111816,7.599999904632568,2050,9
資源,13,9.729000091552734,29.020000457763672,1450,24
抵抗,13,8.925000190734863,75.5,2050,117
詩,13,8.947999954223633,28.229999542236328,2350,24
人物,13,10.0,14.529999732971191,1600,12
信頼,13,9.800000190734863,28.84000015258789,2500,35
勇気,13,9.89900016784668,13.850000381469727,1650,13
普通,13,9.75100040435791,15.5,2500,12
交通,13,9.75100040435791,14.430000305175781,2000,10
盗む,13,9.89900016784668,7.670000076293945,1500,9
尋ねる,13,9.89900016784668,43.34000015258789,1350,65
時代,13,10.0,12.510000228881836,2300,9
予定,13,9.704000473022461,31.139999389648438,1500,26
復習,13,9.89900016784668,31.510000228881836,2050,25
最後,13,10.0,8.880000114440918,1750,9
痩せる,13,9.800000190734863,9.539999961853027,1750,11
傘,13,9.800000190734863,24.260000228881836,2500,21
見せる,13,9.89900016784668,16.489999771118164,2200,60
取る,13,9.75100040435791,20.760000228881836,2450,18
風邪,13,8.973999977111816,23.90999984741211,1800,17
覚える,13,9.949000358581543,26.469999313354492,1750,23
道,13,5.798999786376953,196.67999267578125,2350,136
振り込む,13,9.800000190734863,26.770000457763672,2500,21
滅多,13,9.75100040435791,30.190000534057617,1550,20
補正,13,9.848999977111816,8.4399995803833,1700,9
優雅,13,9.704000473022461,22.190000534057617,2250,16
出場,13,9.89900016784668,11.739999771118164,1900,9
口座,13,9.89900016784668,11.479999542236328,2000,9
余す,13,9.89900016784668,44.209999084472656,1350,65
除去,13,9.704000473022461,33.06999969482422,1950,25
不気味,13,9.800000190734863,40.66999816894531,1450,29
剣,13,9.53600025177002,57.560001373291016,2200,222
薔薇,13,9.75100040435791,26.510000228881836,1850,24
主,13,9.800000190734863,16.90999984741211,1800,15
同級生,13,8.925000190734863,74.66000366210938,2150,27
遭遇,13,10.0,51.66999816894531,1300,59
計測,13,9.75100040435791,19.84000015258789,1500,18
涎,13,9.949000358581543,22.489999771118164,2350,39
雨宿り,13,9.848999977111816,19.760000228881836,2200,47
市役所,13,7.2820000648498535,171.3699951171875,1750,96
傍観,13,9.79699993133545,22.200000762939453,2100,18
群衆,13,9.848999977111816,35.369998931884766,2200,119
予知,13,10.0,21.780000686645508,1450,16
抽出,13,9.704000473022461,25.780000686645508,1600,21
成し遂げる,13,9.949000358581543,30.75,1800,118
採取,13,9.949000358581543,15.34000015258789,1600,15
制御,13,8.916999816894531,27.270000457763672,1650,18
土壌,13,10.0,36.400001525878906,2200,131
置き換える,13,8.871999740600586,16.899999618530273,1850,12
小人,13,9.75100040435791,16.56999969482422,2400,14
我,13,8.973999977111816,34.900001525878906,2850,94
若者,13,9.86299991607666,55.470001220703125,1750,28
国技,13,8.123000144958496,54.290000915527344,2900,133
念入り,13,9.704000473022461,32.939998626708984,1550,22
小型,13,9.800000190734863,10.489999771118164,1700,12
酒造,13,9.61299991607666,39.150001525878906,2200,151
重厚,13,9.848999977111816,17.040000915527344,1750,14
登校拒否,13,9.75100040435791,13.720000267028809,1500,9
釣竿,13,9.848999977111816,14.109999656677246,1500,10
参る／参ります,13,,,2200,279
枯らす,13,9.800000190734863,20.729999542236328,2500,19
注力,13,9.75100040435791,20.530000686645508,2100,17
取り付かれる,13,9.538000106811523,57.040000915527344,2200,220
草地,13,9.704000473022461,22.1299991607666,1700,16
筆舌,13,9.848999977111816,18.700000762939453,2100,64
居続ける,13,9.70300006866455,31.1299991607666,1600,47
散り散り,13,9.75100040435791,22.530000686645508,2250,17
詠う,13,8.083000183105469,69.31999969482422,2550,110
保ち続ける,13,9.800000190734863,20.25,2350,70
郎党,13,9.89900016784668,19.190000534057617,1950,16
バタバタ,13,9.07800006866455,22.610000610351562,1850,19
軸,14,9.800000190734863,21.6200008392334,1900,16
無駄遣い,14,8.857000350952148,22.0,1800,18
発,14,9.848999977111816,37.5,2300,18
優先,14,9.41100025177002,55.7400016784668,2150,60
及ぶ,14,7.9039998054504395,167.17999267578125,1900,44
澄ます,14,8.909000396728516,28.239999771118164,1650,25
僕,14,4.929999828338623,36.869998931884766,2500,26
掲載,14,10.0,15.40999984741211,1300,10
遭難,14,9.89900016784668,9.4399995803833,1550,11
遥か,14,9.800000190734863,35.0099983215332,1850,51
理論,14,9.562000274658203,65.38999938964844,1500,32
沼,14,9.468999862670898,74.70999908447266,1400,31
感度,14,9.656000137329102,38.09000015258789,1600,51
細胞,14,8.17199993133545,32.83000183105469,2700,88
脱する,14,10.0,26.469999313354492,2350,83
逆転,14,9.75100040435791,18.799999237060547,2150,14
付き合う,14,8.067999839782715,101.16000366210938,2450,35
末期,14,9.633000373840332,22.860000610351562,2200,71
冠,14,9.260000228881836,40.189998626708984,2500,155
庶民,14,8.767000198364258,25.040000915527344,1900,17
誠,14,10.0,17.43000030517578,1300,12
軽快,14,9.654999732971191,21.25,1750,20
酸っぱい,14,8.791000366210938,105.55000305175781,1500,78
出題,14,9.949000358581543,8.479999542236328,2100,11
平均,14,,,2200,279
規約,14,9.848999977111816,11.300000190734863,1400,12
売り上げ,14,,,2200,594
宣伝,14,9.704000473022461,30.899999618530273,1500,26
心当たり,14,8.074000358581543,30.989999771118164,2000,23
出来上がる,14,9.800000190734863,22.399999618530273,2050,59
盆,14,9.751999855041504,18.219999313354492,2100,28
惜しい,14,9.89900016784668,28.329999923706055,1400,20
怪しい,14,8.869000434875488,45.70000076293945,1850,73
仮定,14,9.5600004196167,38.63999938964844,2350,160
身分,14,9.848999977111816,11.149999618530273,1400,10
前後,14,,,2650,282
複数,14,9.055999755859375,19.59000015258789,1650,16
又は,14,9.390000343322754,65.4000015258789,1750,28
武士,14,,,2300,778
狂う,14,9.800000190734863,11.960000038146973,2050,12
虎,14,8.020000457763672,114.48999786376953,2000,31
悪魔,14,,,2650,324
責任,14,9.654999732971191,34.04999923706055,1650,27
籠,14,9.644000053405762,9.550000190734863,1800,11
含む,14,10.0,15.5,2150,47
激しい,14,,,2500,278
通す,14,9.89900016784668,20.280000686645508,1400,16
動かす,14,9.89900016784668,12.449999809265137,1700,10
構成,14,10.0,25.1299991607666,1300,16
永遠,14,9.848999977111816,15.890000343322754,1850,15
絶滅,14,8.973999977111816,68.1500015258789,1900,69
波,14,,,2200,262
生,14,9.76200008392334,56.18000030517578,1900,78
否定,14,9.949000358581543,17.450000762939453,2000,13
毒,14,8.39799976348877,193.14999389648438,2800,745
満ちる,14,9.800000190734863,13.1899995803833,2250,10
熱心,14,8.916999816894531,26.690000534057617,2000,24
文句,14,5.869999885559082,0.6000000238418579,2650,271
残す,14,9.848999977111816,13.229999542236328,1400,14
貴重,14,9.949000358581543,21.65999984741211,2100,72
刺激,14,9.654999732971191,22.790000915527344,1650,20
沈む,14,5.781000137329102,24.780000686645508,2050,22
進む,14,8.973999977111816,20.280000686645508,1850,19
大体,14,6.60699987411499,33.63999938964844,2150,24
昔,14,8.23900032043457,125.33000183105469,2450,97
植える,14,9.848999977111816,32.47999954223633,1800,24
折る,14,9.642000198364258,13.220000267028809,1700,13
踏む,14,,,2350,293
文章,14,9.654999732971191,31.100000381469727,2000,25
葉書,14,9.75100040435791,28.049999237060547,2000,19
見せる,14,9.015000343322754,26.389999389648438,2900,109
海,14,4.929999828338623,48.22999954223633,2500,162
脱却,14,9.848999977111816,29.780000686645508,1450,20
忠誠,14,9.562000274658203,73.37999725341797,2200,29
王位,14,9.800000190734863,18.190000534057617,2100,13
木星,14,9.949000358581543,9.949999809265137,2400,10
妖精,14,10.0,42.93000030517578,2050,39
起き上がる,14,9.848999977111816,17.81999969482422,1800,14
駆除,14,9.569999694824219,23.6200008392334,2250,53
恒例,14,9.75100040435791,17.100000381469727,2050,14
空間,14,9.75100040435791,9.380000114440918,1500,11
短刀,14,8.20300006866455,24.34000015258789,3200,118
我,14,8.847999572753906,49.779998779296875,2800,192
画像,14,8.074000358581543,34.619998931884766,2150,25
地雷,14,9.949000358581543,30.940000534057617,1950,68
遠隔,14,10.0,16.90999984741211,1600,14
今では,14,9.715999603271484,14.279999732971191,2850,80
橙色,14,9.70300006866455,10.859999656677246,2350,10
似,14,,,2350,797
蓄え,14,8.925999641418457,26.0,1650,22
働きかけ,14,,,2450,376
わくわく,14,8.902000427246094,119.5999984741211,1500,38
喉が渇く,14,8.729000091552734,107.19000244140625,1850,34
寝坊助,14,,,2350,273
怨念,14,8.998000144958496,32.79999923706055,1900,41
話は別,14,6.445000171661377,140.49000549316406,2700,130
皆既日食,14,9.75100040435791,20.059999465942383,1750,14
寄り添う,14,10.0,33.11000061035156,2500,132
狡猾,14,9.949000358581543,30.940000534057617,1950,27
逃げ込む,14,8.859999656677246,31.139999389648438,1700,22
爺,14,,,2500,259
静める,14,10.0,12.609999656677246,1800,10
宝珠,14,8.847999572753906,16.739999771118164,1950,15
売れっ子,14,8.98799991607666,57.29999923706055,2650,221
忌む,14,10.0,24.0,2050,83
絡繰り,14,9.89900016784668,24.479999542236328,2200,23
楔石,14,9.800000190734863,20.200000762939453,1900,47
祭祀,14,9.848999977111816,12.529999732971191,1400,12
欠落,14,9.800000190734863,24.190000534057617,2500,17
馳せる,14,9.751999855041504,25.979999542236328,1950,54
主従,14,9.949000358581543,27.5,1350,23
主従,14,9.949000358581543,12.40999984741211,1800,10
神殿,15,10.0,31.59000015258789,1650,120
強請る,15,9.704000473022461,22.809999465942383,1600,18
導入,15,9.70300006866455,27.559999465942383,1650,48
逃亡,15,9.70300006866455,28.75,2100,53
該当,15,9.751999855041504,21.110000610351562,2100,58
運送,15,9.89900016784668,34.16999816894531,2250,112
欠く,15,9.654999732971191,36.540000915527344,1500,27
報酬,15,9.800000190734863,16.56999969482422,1550,11
攫う,15,9.75100040435791,35.40999984741211,2000,28
垂れる,15,9.89900016784668,15.789999961853027,1350,13
捗る,15,9.809000015258789,36.720001220703125,2200,131
眼鏡,15,9.654999732971191,21.68000030517578,1900,19
眼鏡,15,9.848999977111816,25.90999984741211,2400,23
国土,15,9.656000137329102,19.850000381469727,2250,14
生,15,,,2200,283
設置,15,9.848999977111816,40.599998474121094,1900,78
争い,15,9.70300006866455,22.290000915527344,2200,15
事前,15,9.704000473022461,17.950000762939453,1850,13
従来,15,9.70300006866455,21.260000228881836,1950,13
潜入,15,9.736000061035156,34.18000030517578,2000,26
崖,15,9.89900016784668,11.729999542236328,2000,12
告げる,15,9.949000358581543,15.420000076293945,1450,13
後輩,15,9.74899959564209,19.559999465942383,2550,17
先,15,4.929999828338623,36.869998931884766,2700,27
不規則,15,8.934000015258789,44.5099983215332,1850,62
敬う,15,,,2300,800
峠,15,9.848999977111816,13.34000015258789,2100,11
慰める,15,9.848999977111816,12.65999984741211,2100,11
応援,15,9.70300006866455,27.299999237060547,2250,40
撃つ,15,9.848999977111816,11.399999618530273,1400,11
預かる,15,9.704000473022461,30.459999084472656,1800,27
悔しい,15,9.848999977111816,27.75,1450,22
塞ぐ,15,9.737000465393066,57.81999969482422,1650,41
原料,15,9.736000061035156,34.02000045776367,2250,28
疑問,15,,,2200,258
鋭い,15,9.800000190734863,31.15999984741211,1400,118
哀れ,15,9.949000358581543,26.780000686645508,2000,20
旗,15,8.876999855041504,66.19000244140625,1900,87
束,15,9.57699966430664,46.93000030517578,2200,181
布,15,9.515000343322754,21.010000228881836,2200,31
構成,15,9.89900016784668,11.329999923706055,1500,12
需要,15,9.848999977111816,12.630000114440918,2150,13
財産,15,9.800000190734863,33.060001373291016,2000,26
癖,15,9.75100040435791,17.889999389648438,2200,17
演説,15,9.487000465393066,61.93000030517578,1450,46
観察,15,9.89900016784668,9.649999618530273,1400,11
人間,15,8.973999977111816,14.039999961853027,2600,11
はっきり,15,9.70300006866455,36.72999954223633,1950,86
娘,15,10.0,29.670000076293945,1650,104
用意,15,9.848999977111816,31.360000610351562,1450,27
予約,15,7.2729997634887695,122.62000274658203,2000,125
残る,15,,,2650,621
法律,15,9.055999755859375,33.939998626708984,1600,120
